customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,monthly_revenue,annual_revenue,lifetime_value,usage_trend_3m,support_ticket_count,inactivity_score,revenue_risk_score,high_value_customer
1635-FJFCC,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05,202.15,No,44.05,528.5999999999999,220.25,-0.56585071119918,1,0.1530708473954785,6.742770827770827,0
2499-AJYUA,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25,No,110.8,1329.6,7977.599999999999,-0.049801780995365044,1,0.280326288076148,31.060152718837198,1
6919-ELBGL,Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4,No,114.95,1379.4,8276.4,0.7500911673556564,2,0.9260419645615602,106.44852382635135,1
3966-HRMZA,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,No,75.05,900.5999999999999,225.14999999999998,1.242364166890376,1,0.3145021710952822,23.60338794070093,0
6425-JWTDV,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,855.1,No,19.25,231.0,924.0,0.06233845901436739,0,0.1377597493246323,2.651875174499172,0
8405-IGQFX,Female,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.05,5817,No,90.05,1080.6,5673.15,0.4019809118289162,3,0.7067175233511264,63.63991297776893,1
8224-IVVPA,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,No,56.7,680.4000000000001,1530.9,1.1194124440923858,2,0.3046740922148936,17.27502102858447,1
9477-LGWQI,Male,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.15,5600.15,No,80.15,961.8000000000001,5610.5,0.20657682090265672,1,0.12937469821908565,10.369382062259715,1
1410-RSCMR,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.35,515.75,No,71.35,856.1999999999999,499.44999999999993,-0.08540752506288694,1,0.46693893403481923,33.31609294338435,0
3115-CZMZD,Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25, ,No,20.25,243.0,0.0,0.1362023250444768,1,0.9873305508318982,19.99344365434594,0
0139-IVFJG,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.35,190.5,No,90.35,1084.1999999999998,180.7,0.06430143865160165,2,0.18588823612441863,16.795002133841223,0
6683-VLCTZ,Male,1,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8,Yes,98.55,1182.6,1971.0,0.46553948786022364,0,0.5952298192195273,58.65989868408442,1
5730-DBDSI,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1253.8,No,19.7,236.39999999999998,1300.2,0.28750531185392547,0,0.4576796793802571,9.016289683791065,0
0030-FNXPP,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,57.2,No,19.85,238.20000000000002,59.550000000000004,-0.23387940096927423,3,0.17896932056709858,3.552541013256907,0
2189-WWOEW,Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,Yes,85.9,1030.8000000000002,1288.5,1.567402699939363,1,0.06644521368964584,5.707643855940578,0
5684-FJVYR,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,6563.4,No,90.35,1084.1999999999998,6505.2,0.8516611046635146,1,0.6880175651097566,62.16238700766651,1
4013-GUXND,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,No,20.8,249.60000000000002,20.8,-0.6505110106221034,1,0.26390300306656234,5.489182463784497,0
1894-IGFSG,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,Yes,89.25,1071.0,1963.5,0.47861389540742666,0,0.1537773893667539,13.724632000982785,1
7379-POKDZ,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,Yes,70.3,843.5999999999999,210.89999999999998,1.0262405586491294,0,0.48710547614368416,34.243514972900996,0
1266-NZYUI,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,No,66.85,802.1999999999999,4813.2,-0.5779730129191009,1,0.3060749859506201,20.46111281079895,1
7969-FFOWG,Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1292.6,No,19.9,238.79999999999998,1293.5,0.49137312323909144,2,0.7891358011102266,15.703802442093508,0
4718-DHSMV,Female,0,No,No,11,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.8,363.15,No,35.8,429.59999999999997,393.79999999999995,-1.1322143013754173,0,0.2910547244046616,10.419759133686885,0
5175-WLYXL,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,No,78.85,946.1999999999999,1734.6999999999998,-0.655817325167895,0,0.24245025005216592,19.117202216613283,1
7817-OMJNA,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,No,20.4,244.79999999999998,285.59999999999997,1.5913706330027055,1,0.2107835225344995,4.299983859703789,0
8728-SKJLR,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,No,74.25,891.0,3044.25,0.34127202619417474,0,0.6285704258253949,46.67135411753557,1
3137-NYQQI,Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.8,1175.6,No,64.8,777.5999999999999,1101.6,-0.6624635095181525,1,0.31354193289333676,20.317517251488223,0
7706-DZNKK,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,No,20.45,245.39999999999998,224.95,2.290827357450088,0,0.3334964843708129,6.820003105383124,0
0236-HFWSV,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,Yes,93.35,1120.1999999999998,1400.25,-0.0908320725386505,4,0.4295122474315535,40.09496829773551,1
3900-AQPHZ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,Yes,19.9,238.79999999999998,19.9,1.0318906705598845,0,0.20393411392422045,4.058288867091987,0
5842-POCOP,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,Yes,88.9,1066.8000000000002,444.5,-0.984665402223786,2,0.5045207911300112,44.851898331458,0
2037-XJFUP,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.8,3036.75,Yes,95.8,1149.6,3161.4,-0.1402460876761868,1,0.14234508212830665,13.636658867891777,1
8823-RLPWL,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.65,8065.65,No,110.65,1327.8000000000002,7966.8,-0.18642105638045445,3,0.20969205614232866,23.202426012148667,1
9505-SQFSW,Female,0,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,No,40.3,483.59999999999997,120.89999999999999,-0.0982262146691477,0,0.8036346873753158,32.38647790122523,0
7314-OXENN,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.65,Yes,82.0,984.0,164.0,-0.07320750922701628,0,0.48350598417483903,39.6474907023368,0
3758-CKOQL,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.0,6152.3,No,107.0,1284.0,6313.0,-0.6393556565916227,0,0.02862705487670425,3.0630948718073547,1
0322-CHQRU,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,Yes,45.35,544.2,90.7,-0.7269212573881219,1,0.4146714859250795,18.805351886702358,0
5676-CFLYY,Male,0,Yes,Yes,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,No,73.35,880.1999999999999,5207.849999999999,-0.7804799571944506,2,0.471293542462238,34.56938133960515,1
7521-AFHAB,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.8,220.45,No,44.8,537.5999999999999,224.0,1.0812061447305974,2,0.16232643290841198,7.272224194296856,0
0285-INHLN,Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,No,54.75,657.0,1478.25,0.1140072948861535,1,0.10384356667814443,5.685435275628407,1
4678-DVQEO,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,Yes,52.2,626.4000000000001,52.2,-1.405797145932797,1,0.5445210713182413,28.4239999228122,0
5125-CNDSP,Male,0,No,Yes,63,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.6,2588.95,No,40.6,487.20000000000005,2557.8,1.961006053831741,1,0.21139182062612794,8.582507917420795,1
0691-IFBQW,Female,1,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,4874.8,Yes,110.0,1320.0,5060.0,0.800101736237856,1,0.4415799709975168,48.57379680972684,1
4992-LTJNE,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.3,3983.6,No,55.3,663.5999999999999,3981.6,0.4578549151931731,1,0.8322302382418769,46.02233217477579,1
2202-OUTMO,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.85,2003.6,No,60.85,730.2,2068.9,-1.6641956530074409,2,0.2993088362024292,18.212942682917816,1
0810-BDHAW,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4,1832.4,No,78.4,940.8000000000001,1881.6000000000001,0.937825367652278,3,0.5005047147602583,39.23956963720425,1
0229-LFJAF,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.65,4908.25,No,69.65,835.8000000000001,5014.8,0.5704353435271314,1,0.01269846931709806,0.88444838793588,1
7131-ZQZNK,Female,0,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2,No,59.85,718.2,3591.0,-0.05472659303016503,1,0.44806277285621576,26.816556955444515,1
3442-ZHHCC,Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023,No,76.9,922.8000000000001,5229.200000000001,0.3876573953935498,0,0.7205037657061905,55.40673958280605,1
5726-CVNYA,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,146.6,No,19.85,238.20000000000002,158.8,-0.07891097196630859,1,0.6187832615598697,12.282847741963415,0
9871-ELEYA,Female,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.65,2339.3,No,67.65,811.8000000000001,2300.1000000000004,0.5697230351001696,3,0.1814622063197544,12.275918257531387,1
4257-GAESD,Female,0,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.7,No,45.0,540.0,270.0,0.14467268493472313,1,0.22897361897156654,10.303812853720494,0
5173-WXOQV,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,No,64.2,770.4000000000001,128.4,0.23029053838994953,2,0.9588116765930912,61.55570963727646,0
2040-OBMLJ,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,2548.65,No,81.7,980.4000000000001,2532.7000000000003,-0.20983849500170962,2,0.5396157041429154,44.08660302847619,1
6286-ZHAOK,Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,No,25.55,306.6,511.0,-0.021501308005127923,2,0.7062429462459092,18.04450727658298,0
3807-XHCJH,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,20,No,20.0,240.0,20.0,0.33713787083280844,1,0.5451317111769303,10.902634223538605,0
3009-JWMPU,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,6125.4,Yes,96.75,1161.0,5998.5,-1.5264064977392298,1,0.47926415035427317,46.36880654677593,1
5671-RQRLP,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,No,75.65,907.8000000000001,5295.5,-0.07097468016839091,2,0.81074484148839,61.33284725859671,1
1450-GALXR,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes,98.5,1182.0,985.0,0.25895897680854757,2,0.7939531127520176,78.20438160607374,0
8859-AXJZP,Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.8,903.8,No,23.8,285.6,928.2,-0.3263337501483235,1,0.8107093236025872,19.294881901741576,0
3174-AKMAS,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.2,3009.5,No,64.2,770.4000000000001,2953.2000000000003,0.4745561345804577,0,0.5444209940510825,34.951827818079494,1
3138-BKYAV,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,Yes,85.35,1024.1999999999998,512.0999999999999,0.5805850233627965,3,0.9628353587663243,82.17799787070578,0
9926-PJHDQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,No,76.8,921.5999999999999,5529.599999999999,1.8161281066207815,4,0.4435054195093686,34.06121621831951,1
7382-DFJTU,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,1058.1,No,55.2,662.4000000000001,993.6,-1.6600687789294482,2,0.03980506442706433,2.197239556373951,0
2798-NYLMZ,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.55,7616,No,108.55,1302.6,7707.05,-0.18066812766558016,2,0.8479212929843435,92.04185635345048,1
4289-DTDKW,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,4113.1,Yes,101.3,1215.6,4052.0,0.0029008062395501967,2,0.8418080154750761,85.2751519676252,1
1820-TQVEV,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,69.55,834.5999999999999,69.55,-0.6582699635991051,3,0.6603919240561736,45.93025831810687,0
2239-JALAW,Male,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65,Yes,103.25,1239.0,5988.5,-1.3269755777663468,1,0.8829711741045732,91.16677372629718,1
4853-RULSV,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,7250.15,Yes,104.0,1248.0,7280.0,-0.21866734788317022,0,0.7375046255651454,76.70048105877513,1
8098-TDCBU,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.25,1108.2,No,25.25,303.0,1060.5,0.6787161506283186,1,0.3446422209008738,8.702216077747064,0
3551-GAEGL,Male,0,Yes,Yes,34,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),30.4,938.65,No,30.4,364.79999999999995,1033.6,0.15665438469931645,1,0.8385765188734956,25.492726173754264,0
4785-NKHCX,Male,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,94.15,No,20.05,240.60000000000002,100.25,0.6442804778549636,2,0.2784495751755417,5.582913982269611,0
3196-NVXLZ,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.6,2088.05,No,84.6,1015.1999999999999,2115.0,-0.6343904403737816,1,0.7566702947762866,64.01430693807384,1
6275-YDUVO,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,178.7,Yes,86.2,1034.4,172.4,0.019406662731118643,0,0.24025172682014095,20.70969885189615,0
0036-IHMOT,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75,No,103.7,1244.4,5703.5,0.59681804052509,2,0.16849874508919516,17.473319865749538,1
0115-TFERT,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1,Yes,111.2,1334.4,2335.2000000000003,1.5831453137882014,1,0.7357213935416613,81.81221896183274,1
4178-EGMON,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.0,5986.45,No,88.0,1056.0,6160.0,0.11405368121972742,2,0.4803443083114014,42.27029913140332,1
4220-TINQT,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,6751.35,No,106.35,1276.1999999999998,6487.349999999999,-1.0104905310076742,5,0.42071897089131327,44.74346255429116,1
5318-YKDPV,Male,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,No,79.15,949.8000000000001,3403.4500000000003,0.8979870355767131,1,0.6770648210975929,53.58968058987448,1
7975-TZMLR,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.1,4889.3,No,103.1,1237.1999999999998,4845.7,0.7755087067896665,0,0.3855066163615387,39.74573214687464,1
0295-QVKPB,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,No,63.95,767.4000000000001,319.75,0.38038595090415084,1,0.7448317087358562,47.63198777365801,0
4335-BSMJS,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.8,1563.95,No,25.8,309.6,1599.6000000000001,-0.18651025617877812,1,0.34994735720025283,9.028641815766523,1
2311-QYMUQ,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Yes,89.45,1073.4,1431.2,-0.16675716252881384,0,0.14218387654334397,12.718347756802117,1
3643-AHCFP,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,Yes,95.6,1147.1999999999998,669.1999999999999,0.7740465131972635,0,0.5956336869221555,56.942580469758056,0
9146-JRIOX,Female,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55,372.45,No,25.55,306.6,357.7,-0.14191297413928833,1,0.3801121469513409,9.71186535460676,0
3104-OWCGK,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,5453.4,Yes,90.95,1091.4,5457.0,-0.6798161491599439,3,0.13685025021504515,12.446530257058358,1
5337-IIWKZ,Male,0,Yes,Yes,34,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,1442.6,No,44.85,538.2,1524.9,1.0580186123006168,3,0.5931073196984242,26.60086328847433,1
9101-BWFSS,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55,5610.7,Yes,108.55,1302.6,5427.5,-1.000405410464539,3,0.6359140258959193,69.02846751100203,1
9650-VBUOG,Male,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,963.95,No,25.05,300.6,951.9,-0.1553833567711645,2,0.06563891040889125,1.644254705742726,0
3487-EARAT,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,No,74.1,889.1999999999999,5187.0,-1.6888870435874397,0,0.4164437230804019,30.85847988025778,1
2672-TGEFF,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,3340.55,No,88.8,1065.6,3285.6,0.35109544993793207,3,0.6811943883995247,60.49006168987779,1
9231-ZJYAM,Female,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,292.8,Yes,78.85,946.1999999999999,315.4,-1.0071443802627829,1,0.10555901311377514,8.323328184021168,0
4250-WAROZ,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,5774.55,No,93.25,1119.0,5595.0,0.8851763824705268,0,0.08725716344892132,8.136730491611912,1
8184-WMOFI,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.4,4487.3,No,71.4,856.8000000000001,4426.8,-1.9002813023875331,1,0.6972355491952321,49.782618212539575,1
6982-SSHFK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,Yes,44.4,532.8,44.4,0.7137957403722807,0,0.8287331981726703,36.79575399886656,0
6092-QZVPP,Male,0,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,No,79.2,950.4000000000001,2851.2000000000003,1.3510253972434108,1,0.9502767699320692,75.26192017861989,1
4625-LAMOB,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,905.55,No,20.4,244.79999999999998,897.5999999999999,0.42812601516327464,0,0.019099848733791336,0.3896369141693432,0
0727-BMPLR,Female,1,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,5509.3,Yes,100.0,1200.0,5500.0,0.983675534370054,3,0.4706162289900767,47.06162289900767,1
0392-BZIUW,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0,7589.8,No,105.0,1260.0,7560.0,0.2737635230047537,1,0.11401154595383889,11.971212325153083,1
1038-ZAGBI,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,229.6,Yes,19.8,237.60000000000002,237.60000000000002,-0.11067648450672057,1,0.5770607888581669,11.425803619391706,0
6549-NNDYT,Female,0,No,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,No,30.85,370.20000000000005,401.05,0.7167063025606395,1,0.5189949043074107,16.01099279788362,0
3027-ZTDHO,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,89.9,Yes,89.9,1078.8000000000002,89.9,0.41700612706156975,3,0.30927700760664845,27.804002983837698,0
0422-OHQHQ,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.55,295.95,No,20.55,246.60000000000002,308.25,-1.7131648372456871,1,0.5802504969185399,11.924147711675996,0
6916-HIJSE,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.85,5459.2,No,84.85,1018.1999999999999,5515.25,0.8691083220732232,1,0.6414263241548316,54.42502360453746,1
2316-ESMLS,Female,0,Yes,Yes,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33.15,444.75,No,33.15,397.79999999999995,397.79999999999995,0.13970019292880437,2,0.1236478146402028,4.098925055322723,0
9778-OGKQZ,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.0,6782.15,No,92.0,1104.0,6624.0,-0.1943864700608417,1,0.6386679764324293,58.7574538317835,1
7408-OFWXJ,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,No,89.8,1077.6,6465.599999999999,0.9985317158262123,3,0.022239927327914244,1.997145474046699,1
6007-TCTST,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,No,115.8,1389.6,8337.6,0.4965651072284606,0,0.8365072551767038,96.8675401494623,1
